TheatreSysId	TheatreName	Address1	City	StateID	ZipCode	latitude	longitude	phone
2597	East Hanover 12	145 STATE ROUTE 10	EAST HANOVER	NJ	07936	40.809052	-74.382674	303-555-1212
2598	Jersey Gardens 20	651 KAPKOWSKI RD	ELIZABETH	NJ	07201	40.660944	-74.173266	303-555-1212
2599	Seacourt 10	635 BAY AVE	TOMS RIVER	NJ	08753	39.975872	-74.181450	303-555-1212
2600	Cascade 16 IMAX & RPX Cinemas	1101 SE 160TH AVE	VANCOUVER	WA	98683	45.612570	-122.506690	303-555-1212
2601	Cinemark 17 Springfield	2900 GATEWAY ST	SPRINGFIELD	OR	97477	44.075348	-123.045815	303-555-1212
2602	Bridgeport 18 with IMAX	7329 SW BRIDGEPORT RD	PORTLAND	OR	97224	45.394759	-122.752044	303-555-1212
2603	Mira Mesa 18 with IMAX	10733 WESTVIEW PKWY	SAN DIEGO	CA	92126	32.915210	-117.117580	303-555-1212
2604	Cinemark 18 Webster with XD	20915 GULF FWY	WEBSTER	TX	77598	29.526697	-95.124757	303-555-1212
2605	Tinseltown with XD	1545 E CHEYENNE MOUNTAIN BLVD	COLORADO SPRINGS	CO	80906	38.790112	-104.799487	303-555-1212
2606	Town Center 20	11701 NALL AVE	LEAWOOD	KS	66211	38.915971	-94.648142	303-555-1212
2607	Cinemark Carefree Circle with  IMAX	3305 CINEMA PT	COLORADO SPRINGS	CO	80922	38.880917	-104.716419	303-555-1212
2608	Quarry 14 with IMAX	9201 W 63RD ST	HODGKINS	IL	60525	41.776638	-87.859060	303-555-1212
2609	Streets Of Woodfield 20	601 N MARTINGALE RD STE 105	SCHAUMBURG	IL	60173	42.039246	-88.033934	303-555-1212
2610	Mission Valley 20	1640 CAMINO DEL RIO N	SAN DIEGO	CA	92108	32.767235	-117.148121	303-555-1212
2611	Cinemark at Valley View with XD	6001 CANAL RD	CLEVELAND	OH	44125	41.399502	-81.626053	303-555-1212
2612	Tinseltown Louisville	4400 TOWNE CENTER DR	LOUISVILLE	KY	40241	37.982655	-84.530546	303-555-1212
2613	Lincolnshire 15 with IMAX	300 PARKWAY DR	LINCOLNSHIRE	IL	60069	42.179684	-87.931320	303-555-1212
2614	Cinemark 19 with XD	1030 W GRAND PKWY N	KATY	TX	77449	29.787171	-95.774582	303-555-1212
2615	Cinemark 20 and XD	11855 GATEWAY BLVD W	EL PASO	TX	79936	31.727745	-106.307415	303-555-1212
2616	Corona Crossings Stadium 18	2650 TUSCANY ST	CORONA	CA	92881	33.823531	-117.515750	303-555-1212
2619	Lincoln Square 13	1998 BROADWAY	NEW YORK	NY	10023	40.775181	-73.981715	303-555-1212
2620	Potomac Yards Stadium 16	3575 JEFFERSON DAVIS HWY	ALEXANDRIA	VA	22305	38.837368	-77.047924	303-555-1212
2621	Houston Greenway 24 with RPX	3839 WESLAYAN ST	HOUSTON	TX	77027	29.731214	-95.440920	303-555-1212
2622	Cinemark 20 Moosic with XD	40 GLENMAURA NATIONAL BLVD	MOOSIC	PA	18507	41.347141	-75.701545	303-555-1212
2623	Mall of Georgia 21 with IMAX	3333 A Buford Drive	Buford	GA	30519	34.071088	-83.984277	303-555-1212
2623	Mall of Georgia 21 with IMAX	3333 BUFORD DR STE 3000	BUFORD	GA	30519	34.064862	-83.984427	303-555-1212
2624	Sheepshead Bay 14 with IMAX	3907 SHORE PKWY	BROOKLYN	NY	11235	40.586166	-73.930501	303-555-1212
2626	Cinemark 17 and XD	1600 LAKE ROBBINS DR	The Woodlands	TX	77380	30.162020	-95.458730	303-555-1212
2628	St Charles Town Ctr 9	11115 MALL CIR	WALDORF	MD	20603	38.619721	-76.927581	303-555-1212
2630	New Roc Stadium 18 plus IMAX	33 LECOUNT PL	NEW ROCHELLE	NY	10801	40.911291	-73.779935	303-555-1212
2631	Sawgrass Stadium 23 with IMAX	2600 NW 136TH AVE	SUNRISE	FL	33323	26.155525	-80.321616	303-555-1212
2632	Waterford Lakes Stadium 20 with IMAX	541 N ALAFAYA TRL	ORLANDO	FL	32828	28.553484	-81.204017	303-555-1212
2633	Cinemark 24 W. Jordan with XD	7301 S JORDAN LANDING BLVD	WEST JORDAN	UT	84084	40.619170	-111.981460	303-555-1212
2633	Cinemark 24 W. Jordan with XD	7301 South Jordan Landing	West Jordan	UT	84088	40.620002	-111.982396	303-555-1212
2634	Century City 15	10250 SANTA MONICA BLVD	LOS ANGELES	CA	90067	34.059633	-118.419430	303-555-1212
2635	Cinemark Allen 16 and XD	921 SH 121	ALLEN	TX	75013	33.142260	-96.673550	303-555-1212
2635	Cinemark Allen 16 and XD	921 SH 121	Allen	TX	75013	33.144997	-96.676946	303-555-1212
2636	Cinemark 16 Provo	1200 TOWNE CENTRE BLVD	PROVO	UT	84601	40.218036	-111.663938	303-555-1212
2637	Colorado Mills Stadium 16 with IMAX	14500 W COLFAX AVE	LAKEWOOD	CO	80401	39.734800	-105.158990	303-555-1212
2638	Danbury 16	61 EAGLE RD	DANBURY	CT	06810	41.416542	-73.415092	303-555-1212
2639	Cinemark Mesa 16	1051 N DOBSON RD	MESA	AZ	85201	33.435482	-111.863116	303-555-1212
2640	Hollywood 20 Greenville with RPX	1029 WOODRUFF RD	GREENVILLE	SC	29607	34.835716	-82.312411	303-555-1212
2641	Boise Stadium 22 with IMAX	7701 W OVERLAND RD	BOISE	ID	83709	43.589554	-116.277855	303-555-1212
2642	Hacienda Crossings 21 with IMAX	5000 DUBLIN BLVD	DUBLIN	CA	94568	37.702802	-121.885168	303-555-1212
2643	South Barrington 24	175 STUDIO DR	SOUTH BARRINGTON	IL	60010	42.072150	-88.148584	303-555-1212
2644	Pinnacle Stadium 18 with IMAX	11240 PARKSIDE DR	KNOXVILLE	TN	37934	35.899780	-84.155724	303-555-1212
2645	Cinemark 24 The Legacy with XD	7201 Central Expway, Suite #100	Plano	TX	75025	33.070849	-96.688656	303-555-1212
2645	Cinemark 24 The Legacy with XD	7201 CENTRAL EXPY STE 100	PLANO	TX	75025	33.070755	-96.691124	303-555-1212
2646	Irvine Spectrum 20 with IMAX	500 SPECTRUM CENTER DR	IRVINE	CA	92618	33.651894	-117.745180	303-555-1212
2648	Disney Springs 24 with Dine-In Theatres**	1500 N BUENA VISTA DR	LAKE BUENA VISTA	FL	32830	28.368986	-81.520729	303-555-1212
2649	Meadows 12	9355 PARK MEADOWS DR	LONE TREE	CO	80124	39.556135	-104.880010	303-555-1212
2650	River East 21	322 E ILLINOIS ST	CHICAGO	IL	60611	41.891322	-87.618995	303-555-1212
2651	Union Square Stadium 14	850 BROADWAY	NEW YORK	NY	10003	40.734279	-73.990495	303-555-1212
2652	Empire 25	234 W 42ND ST	NEW YORK	NY	10036	40.756581	-73.988660	303-555-1212
2653	Tinseltown 17 with IMAX	2291 BUFFALO RD	ROCHESTER	NY	14624	43.146775	-77.712329	303-555-1212
2654	Cinemark Galleria at Pittsburgh Mills and IMAX	425 PITTSBURGH MILLS CIR	TARENTUM	PA	15084	40.574715	-79.798114	303-555-1212
2655	Moraine Pointe Cinema 10	300 MORAINE POINTE PLZ	BUTLER	PA	16001	40.873327	-79.953390	303-555-1212
2658	Cinemark Center Township Marketplace	99 WAGNER RD	MONACA	PA	15061	40.682173	-80.308320	303-555-1212
2659	Interstate Park Stadium 18	1089 INTERSTATE PKWY	AKRON	OH	44312	40.977201	-81.483375	303-555-1212
2661	Augusta 10	23 MARKETPLACE DR	AUGUSTA	ME	04330	44.340875	-69.787664	303-555-1212
2662	Carnation Cinema	2500 W STATE ST	ALLIANCE	OH	44601	40.899396	-81.153887	303-555-1212
2663	Cinemark Tinseltown USA	4720 MEGA ST NW	NORTH CANTON	OH	44720	40.871385	-81.436199	303-555-1212
2664	Hudson Cinema 10	5339 DARROW RD	HUDSON	OH	44236	41.210820	-81.438880	303-555-1212
2669	Edgmont Square 10	4777 WEST CHESTER PIKE	NEWTOWN SQUARE	PA	19073	39.978372	-75.439201	303-555-1212
2671	Cinemark at Macedonia	8161 MACEDONIA COMMONS BLVD	MACEDONIA	OH	44056	41.309717	-81.515840	303-555-1212
2672	Tinseltown Bristol	3004 LINDEN DR	BRISTOL	VA	24202	36.628452	-82.130855	303-555-1212
2673	Cinemark Meadowbrook Mall	2399 MEADOWBROOK MALL STE 105	BRIDGEPORT	WV	26330	39.313696	-80.272228	303-555-1212
2674	Swamp Fox Stadium 14	3400 RADIO DR	FLORENCE	SC	29501	34.184435	-79.841640	303-555-1212
2676	Oak Tree 6	10006 AURORA AVE N	SEATTLE	WA	98133	47.701841	-122.342447	303-555-1212
2677	Willoughby Commons	36655 EUCLID AVE	WILLOUGHBY	OH	44094	41.631020	-81.424145	303-555-1212
2678	Citywalk Stadium 19	100 UNIVERSAL CITY PLZ	UNIVERSAL CITY	CA	91608	34.137400	-118.356820	303-555-1212
2679	Medina Stadium 16	200 W REAGAN PKWY	MEDINA	OH	44256	41.154712	-81.867650	303-555-1212
2680	Movies 10 Wooster	4108 BURBANK RD	WOOSTER	OH	44691	40.849753	-81.946513	303-555-1212
2681	Montrose Movies 12	4020 MEDINA RD	AKRON	OH	44333	41.132871	-81.641903	303-555-1212
2681	Montrose Movies 12	Market Square At Montrose	Akron	OH	44333	41.135910	-81.643987	303-555-1212
2683	Independence Stadium 10	1210 INDEPENDENCE AVE	AKRON	OH	44310	41.110791	-81.471417	303-555-1212
2685	Cascade Mall 14	200 CASCADE MALL DR	BURLINGTON	WA	98233	48.464622	-122.338054	303-555-1212
2688	Cinemark 14 Mansfield Town Center	2355 WALKER LAKE RD	ONTARIO	OH	44903	40.785086	-82.599338	303-555-1212
2689	Cinemark Paducah	5159 HINKLEVILLE RD UNIT 10	PADUCAH	KY	42001	37.074258	-88.694935	303-555-1212
2690	Transit Center Stadium 19 with IMAX	6707 TRANSIT RD	BUFFALO	NY	14221	42.954057	-78.693557	303-555-1212
2691	Marple 10	400 S STATE RD	SPRINGFIELD	PA	19064	39.938353	-75.358274	303-555-1212
2694	Galleria Mall Stadium Cinemas	2907 WATSON BLVD STE I	WARNER ROBINS	GA	31093	32.616761	-83.692107	303-555-1212
2694	Galleria Mall Stadium Cinemas	2980 WATSON BLVD	CENTERVILLE	GA	31028	32.621076	-83.688767	303-555-1212
2697	Cinema 10 Monroe	4700 MILLHAVEN RD	MONROE	LA	71203	32.498433	-92.058735	303-555-1212
2699	Movies 10 Ashland	400 WINCHESTER AVE	ASHLAND	KY	41101	38.485481	-82.653385	303-555-1212
2700	Fox Run Stadium 15 with RPX	45 GOSLING RD	NEWINGTON	NH	03801	43.093283	-70.800383	303-555-1212
2701	Beacon Stadium Cinemas	1089 ALICE DR STE A	SUMTER	SC	29150	33.931152	-80.379291	303-555-1212
2701	Beacon Stadium Cinemas	1121 BROAD ST	SUMTER	SC	29150	33.954010	-80.375850	303-555-1212
2702	Starlight Stadium 14 - Anderson	141 INTERSTATE BLVD	ANDERSON	SC	29621	34.576100	-82.708710	303-555-1212
2703	Barn Plaza 14	1745 S EASTON RD	DOYLESTOWN	PA	18901	40.275314	-75.127009	303-555-1212
2704	Stonington 10	85 VOLUNTOWN RD	PAWCATUCK	CT	06379	41.403893	-71.846571	303-555-1212
2705	Grand Rapids 18	3000 ALPINE AVE NW	GRAND RAPIDS	MI	49544	43.018594	-85.688880	303-555-1212
2706	Great Northern 11	750 GREAT NORTHERN BLVD	HELENA	MT	59601	46.594874	-112.037952	303-555-1212
2707	Concord 10	282 LOUDON RD	CONCORD	NH	03301	43.224881	-71.485812	303-555-1212
2708	Granite Run Mall 8	1067 W BALTIMORE PIKE	MEDIA	PA	19063	39.917346	-75.433440	303-555-1212
2709	Tinseltown USA West Monroe	220 BLANCHARD ST	WEST MONROE	LA	71291	32.511879	-92.162819	303-555-1212
2711	Crocker Park Stadium 16 with IMAX	30147 DETROIT RD	WESTLAKE	OH	44145	41.460872	-81.952897	303-555-1212
2713	Tinseltown Pearl and XD	411 RIVERWIND DR	PEARL	MS	39208	32.267986	-90.140596	303-555-1212
2714	Foothills 15	7401 N LA CHOLLA BLVD STE 145	TUCSON	AZ	85741	32.340719	-111.014900	303-555-1212
2715	Century 10 Downtown	555 E MAIN ST	VENTURA	CA	93001	34.281060	-119.292332	303-555-1212
2716	Valdosta Stadium Cinemas	1680 BAYTREE RD	VALDOSTA	GA	31602	30.848538	-83.322260	303-555-1212
2716	Valdosta Stadium Cinemas	1709 GORNTO RD STE A	VALDOSTA	GA	31601	30.844238	-83.324884	303-555-1212
2718	Movies 8 Tupelo	1001 BARNES CROSSING RD	TUPELO	MS	38804	34.315546	-88.702252	303-555-1212
2719	Valley Mall 16	17301 VALLEY MALL RD	HAGERSTOWN	MD	21740	39.624692	-77.770813	303-555-1212
2721	Cinebarre Mount Pleasant Stadium 11**	963 HOUSTON NORTHCUTT BLVD	MOUNT PLEASANT	SC	29464	32.799247	-79.889289	303-555-1212
2724	Chicago Ridge 6	500 CHICAGO RIDGE MALL	CHICAGO RIDGE	IL	60415	41.719121	-87.782512	303-555-1212
2726	Warrington Crossing 22 with IMAX	104 EASTON RD BLDG F	WARRINGTON	PA	18976	40.216119	-75.142736	303-555-1212
2729	Mashpee Commons 6	15 Steeple Street	Mashpee	MA	02649	41.616283	-70.490419	303-555-1212
2733	Cinemark Lake Charles and XD	548 W PRIEN LAKE RD	LAKE CHARLES	LA	70601	30.201052	-93.226890	303-555-1212
2734	North Hollywood 8	12827 VICTORY BLVD	NORTH HOLLYWOOD	CA	91606	34.187053	-118.412752	303-555-1212
2735	Century 12 Evanston/CineArts 6 and XD	1715 MAPLE AVE	EVANSTON	IL	60201	42.048893	-87.684890	303-555-1212
2736	Hamilton Place 10-17	2000 HAMILTON PLACE BLVD	CHATTANOOGA	TN	37421	35.032539	-85.164665	303-555-1212
2737	Chesterfield 14 with IMAX	3000 CHESTERFIELD MALL	CHESTERFIELD	MO	63017	38.641476	-90.541400	303-555-1212
2739	Hollywood Stadium 20 @ Fairfield Commons	2651 FAIRFIELD COMMONS BLVD	BEAVERCREEK	OH	45431	39.763620	-84.058530	303-555-1212
2740	Richland Crossing 12	185 N WEST END BLVD	QUAKERTOWN	PA	18951	40.448557	-75.354703	303-555-1212
2741	Independence Mall 14	101 INDEPENDENCE MALL WAY	KINGSTON	MA	02364	41.970252	-70.716174	303-555-1212
2743	Eastview Mall 13	70 EASTVIEW MALL DR	VICTOR	NY	14564	43.025948	-77.439173	303-555-1212
2744	Walnut Creek 14 with XD	1201 LOCUST ST	WALNUT CREEK	CA	94596	37.896461	-122.061833	303-555-1212
2745	Century 16 Downtown Pleasant Hill and XD	125 CRESCENT DR	PLEASANT HILL	CA	94523	37.944423	-122.061958	303-555-1212
2746	Brunswick 10	19 GURNET RD	BRUNSWICK	ME	04011	43.906518	-69.915607	303-555-1212
2747	Tinseltown Oak Ridge	755 W MAIN ST	OAK RIDGE	TN	37830	36.012198	-84.255560	303-555-1212
2748	Swansea 	207 SWANSEA MALL DR	SWANSEA	MA	02777	41.752774	-71.212570	303-555-1212
2749	Livonia 20	19500 HAGGERTY RD	LIVONIA	MI	48152	42.428394	-83.430894	303-555-1212
2750	Commerce Township 14	3033 SPRING VALE RD	WALLED LAKE	MI	48390	42.531859	-83.444131	303-555-1212
2751	Esquire 7	6706 CLAYTON RD	SAINT LOUIS	MO	63117	38.634539	-90.316407	303-555-1212
2752	American Mall 12	2830 W ELM ST	LIMA	OH	45805	40.738404	-84.156250	303-555-1212
2753	Masters Value Cinemas 7	2824 WASHINGTON RD	AUGUSTA	GA	30909	33.510466	-82.035089	303-555-1212
2753	Masters Value Cinemas 7	2824 WASHINGTON RD	AUGUSTA	GA	30909	33.510506	-82.032283	303-555-1212
2754	Century 20 Great Mall and XD	1010 GREAT MALL DR	MILPITAS	CA	95035	37.415744	-121.897306	303-555-1212
2756	Century 25 Union Landing and XD	32100 UNION LNDG	UNION CITY	CA	94587	37.599282	-122.067619	303-555-1212
2757	Augusta Exchange 20 with IMAX	1144 AGERTON LN	AUGUSTA	GA	30909	33.487900	-82.077390	303-555-1212
2759	Tinseltown Benton	17314 I-30	Benton	AR	72015	34.575377	-92.587807	303-555-1212
2759	Tinseltown Benton	17314 INTERSTATE 30 N	BENTON	AR	72019	34.575941	-92.586567	303-555-1212
2762	Evans 14 Stadium Cinemas	4365 TOWNE CENTRE DR	EVANS	GA	30809	33.534450	-82.128830	303-555-1212
2762	Evans 14 Stadium Cinemas	PO BOX 248	EVANS	GA	30809	33.522739	-82.141313	303-555-1212
2763	Forum 30	44681 MOUND RD	STERLING HEIGHTS	MI	48314	42.622057	-83.060131	303-555-1212
2765	Century Cinema	41 TAMAL VISTA BLVD	CORTE MADERA	CA	94925	37.932292	-122.517459	303-555-1212
2767	Downtown West 8	1640 DOWNTOWN WEST BLVD	KNOXVILLE	TN	37919	35.921981	-84.050259	303-555-1212
2768	Tinseltown Shreveport	8400 MILLICENT WAY	SHREVEPORT	LA	71115	32.426323	-93.713544	303-555-1212
2769	Danville Stadium Cinemas	3601 RIVERSIDE DR	DANVILLE	VA	24541	36.580940	-79.430410	303-555-1212
2769	Danville Stadium Cinemas	PO BOX 10704	DANVILLE	VA	24543	36.687926	-79.572715	303-555-1212
2772	Aviation Mall	578 AVIATION RD	QUEENSBURY	NY	12804	43.327957	-73.678238	303-555-1212
2774	Boone 7	210 NEW MARKET CTR	BOONE	NC	28607	36.219207	-81.662550	303-555-1212
2774	Boone 7	210 New Market Street Centre	Boone	NC	28607	36.219698	-81.663787	303-555-1212
2775	Cinearts at the Empire	85 WEST PORTAL AVE	SAN FRANCISCO	CA	94127	37.739806	-122.466504	303-555-1212
2776	Hammond Palace 10	801 C M FAGAN DR	HAMMOND	LA	70403	30.482780	-90.464785	303-555-1212
2777	Bel Air Cinema 14	409 CONSTANT FRIENDSHIP BLVD	ABINGDON	MD	21009	39.455004	-76.316503	303-555-1212
2778	River Hills Movies 8	1850 ADAMS ST STE 15	MANKATO	MN	56001	44.172922	-93.953883	303-555-1212
2779	Burlington 10	20 SOUTH AVE	BURLINGTON	MA	01803	42.481541	-71.218941	303-555-1212
2781	Downingtown IMAX Cinema	100 QUARRY RD	DOWNINGTOWN	PA	19335	40.014193	-75.674143	303-555-1212
2782	Middleburg Stadium 16	18348 BAGLEY RD	CLEVELAND	OH	44130	41.374240	-81.830202	303-555-1212
2783	Breckenridge Village	1200 BRECKENRIDGE DR	LITTLE ROCK	AR	72205	34.764641	-92.389200	303-555-1212
2784	Cinearts Santana Row 6	3088 OLSEN DR	SAN JOSE	CA	95128	37.319044	-121.948307	303-555-1212
2786	Cinemark 16 Gulfport	15171 COMMUNITY RD	GULFPORT	MS	39503	30.441630	-89.090576	303-555-1212
2788	Azalea Square Stadium 16	215 AZALEA SQUARE BLVD	SUMMERVILLE	SC	29483	33.036765	-80.160407	303-555-1212
2788	Azalea Square Stadium 16	Highway 17-A off of I-26	Summerville	SC	29483	33.030268	-80.165249	303-555-1212
2789	Mac Arthur Center 18	300 MONTICELLO AVE	NORFOLK	VA	23510	36.849493	-76.289370	303-555-1212
2790	Movies 12 Ames	1317 BUCKEYE AVE	AMES	IA	50010	42.010378	-93.611546	303-555-1212
2791	Trussville 16	5895 TRUSSVILLE CROSSINGS PKWY	BIRMINGHAM	AL	35235	33.641910	-86.628703	303-555-1212
2792	Gateway Cinemas	15023 US HIGHWAY 19 S	THOMASVILLE	GA	31792	30.855898	-83.947446	303-555-1212
2792	Gateway Cinemas	PO BOX 649	THOMASVILLE	GA	31799	32.487538	-84.612151	303-555-1212
2792	Gateway Cinemas	US 19 South	Thomasville	GA	31792	30.850128	-83.945413	303-555-1212
2793	Hunt Valley Mall 12	11511 MCCORMICK RD	COCKEYSVILLE	MD	21030	39.501025	-76.653007	303-555-1212
2794	Century 16 Greenback Lane and XD	6233 GARFIELD AVE	SACRAMENTO	CA	95841	38.680267	-121.335325	303-555-1212
2795	Century Roseville 14 with XD	1555 EUREKA RD	ROSEVILLE	CA	95661	38.750121	-121.247875	303-555-1212
2796	Creve Coeur 12	10465 OLIVE BLVD	CREVE COEUR	MO	63141	38.673267	-90.406914	303-555-1212
2797	Cape Cod Mall 12	793 IYANNOUGH RD	HYANNIS	MA	02601	41.667540	-70.296322	303-555-1212
2798	Oxford Valley 14	403 MIDDLETOWN BLVD	LANGHORNE	PA	19047	40.185481	-74.883798	303-555-1212
2800	Mall Stadium Cinema 7	2260 BRUNSWICK HWY	WAYCROSS	GA	31503	31.202610	-82.322100	303-555-1212
2800	Mall Stadium Cinema 7	PO BOX 164	WAYCROSS	GA	31502	30.979023	-82.491742	303-555-1212
2801	Stoneridge Plaza Movie 16	323 STONERIDGE LN	COLUMBUS	OH	43230	40.051926	-82.866120	303-555-1212
2804	Century 16 Salt Lake City	125 E 3300 S	SALT LAKE CITY	UT	84115	40.699855	-111.887484	303-555-1212
2805	Cinedome 12 Henderson	851 S BOULDER HWY	HENDERSON	NV	89015	36.024372	-114.967005	303-555-1212
